,url,host_type,major_releases
1152,https://github.com/cloudtools/troposphere,git,0
1153,https://github.com/coala/coala,git,0
1154,https://github.com/codelucas/newspaper,git,1
1155,https://github.com/coleifer/huey,git,0
1156,https://github.com/coleifer/peewee,git,0
1157,https://github.com/commaai/research,git,0
1158,https://github.com/conan-io/conan,git,0
1159,https://github.com/conda/conda,git,1
1160,https://github.com/coursera-dl/coursera-dl,git,0
1161,https://github.com/cowrie/cowrie,git,0
1162,https://github.com/crazyguitar/pysheeet,git,0
1163,https://github.com/crsmithdev/arrow,git,0
1164,https://github.com/cupy/cupy,git,0
1165,https://github.com/cyrus-and/gdb-dashboard,git,0
1166,https://github.com/cysmith/neural-style-tf,git,0
1167,https://github.com/cython/cython,git,1
1168,https://github.com/dabeaz/curio,git,0
1169,https://github.com/dabeaz/python-cookbook,git,0
1170,https://github.com/darknessomi/musicbox,git,0
1171,https://github.com/dask/dask,git,0
1172,https://github.com/david-gpu/srez,git,0
1173,https://github.com/daviddrysdale/python-phonenumbers,git,0
1174,https://github.com/davidhalter/jedi,git,0
1175,https://github.com/davidsandberg/facenet,git,0
1176,https://github.com/dbader/schedule,git,1
1177,https://github.com/dbcli/mycli,git,0
1178,https://github.com/dbcli/pgcli,git,0
1179,https://github.com/dedupeio/dedupe,git,0
1180,https://github.com/deepfakes/faceswap,git,0
1181,https://github.com/deepmind/dnc,git,0
1182,https://github.com/deepmind/pysc2,git,0
1183,https://github.com/deepmind/sonnet,git,0
1184,https://github.com/deis/deis,git,0
1185,https://github.com/dennybritz/cnn-text-classification-tf,git,0
1186,https://github.com/diafygi/acme-tiny,git,0
1187,https://github.com/divio/django-cms,git,0
1188,https://github.com/django-compressor/django-compressor,git,0
1189,https://github.com/django-extensions/django-extensions,git,0
1190,https://github.com/django-guardian/django-guardian,git,0
1191,https://github.com/django-haystack/django-haystack,git,0
1192,https://github.com/django-oscar/django-oscar,git,0
1193,https://github.com/django-tastypie/django-tastypie,git,0
1194,https://github.com/django/channels,git,0
1195,https://github.com/django/django,git,0
1196,https://github.com/dmlc/tvm,git,0
1197,https://github.com/docker/compose,git,0
1198,https://github.com/docker/docker-py,git,0
1199,https://github.com/docker/docker-registry,git,0
1200,https://github.com/docopt/docopt,git,0
1201,https://github.com/donnemartin/awesome-aws,git,0
1202,https://github.com/donnemartin/data-science-ipython-notebooks,git,0
1203,https://github.com/donnemartin/dev-setup,git,0
1204,https://github.com/donnemartin/gitsome,git,0
1205,https://github.com/donnemartin/interactive-coding-challenges,git,0
1206,https://github.com/donnemartin/saws,git,0
1207,https://github.com/donnemartin/system-design-primer,git,0
1208,https://github.com/douban/dpark,git,0
1209,https://github.com/dpgaspar/Flask-AppBuilder,git,0
1210,https://github.com/dpkp/kafka-python,git,0
1211,https://github.com/drathier/stack-overflow-import,git,0
1212,https://github.com/drduh/macOS-Security-and-Privacy-Guide,git,0
1213,https://github.com/drivendata/cookiecutter-data-science,git,0
1214,https://github.com/dropbox/pyston,git,1
1215,https://github.com/dschep/ntfy,git,0
1216,https://github.com/dwyl/english-words,git,0
1217,https://github.com/dylanaraps/pywal,git,0
1218,https://github.com/eastlakeside/interpy-zh,git,0
1219,https://github.com/edgedb/edgedb,git,0
1220,https://github.com/edx/edx-platform,git,0
1221,https://github.com/elastic/curator,git,0
1222,https://github.com/elastic/elasticsearch-dsl-py,git,0
1223,https://github.com/elastic/elasticsearch-py,git,1
1224,https://github.com/eliangcs/http-prompt,git,0
1225,https://github.com/emre/storm,git,0
1226,https://github.com/encode/django-rest-framework,git,0
1227,https://github.com/endernewton/tf-faster-rcnn,git,0
1228,https://github.com/equinusocio/material-theme,git,0
1229,https://github.com/eriklindernoren/ML-From-Scratch,git,0
1230,https://github.com/espressif/esptool,git,0
1231,https://github.com/eternnoir/pyTelegramBotAPI,git,0
1232,https://github.com/ethereon/caffe-tensorflow,git,0
1233,https://github.com/ethereum/vyper,git,0
1234,https://github.com/etianen/django-reversion,git,0
1235,https://github.com/eudicots/Cactus,git,0
1236,https://github.com/euske/pdfminer,git,0
1237,https://github.com/evhub/coconut,git,0
1238,https://github.com/evilsocket/opensnitch,git,0
1239,https://github.com/explosion/spaCy,git,0
1240,https://github.com/fabric/fabric,git,1
1241,https://github.com/facebook/PathPicker,git,0
1242,https://github.com/facebook/chisel,git,0
1243,https://github.com/facebook/codemod,git,0
1244,https://github.com/facebook/prophet,git,0
1245,https://github.com/facebookarchive/huxley,git,0
1246,https://github.com/facebookarchive/python-instagram,git,0
1247,https://github.com/facebookresearch/DrQA,git,0
1248,https://github.com/facebookresearch/ParlAI,git,0
1249,https://github.com/facebookresearch/visdom,git,0
1250,https://github.com/faif/python-patterns,git,0
1251,https://github.com/fail2ban/fail2ban,git,1
1252,https://github.com/falconry/falcon,git,0
1253,https://github.com/farizrahman4u/seq2seq,git,0
1254,https://github.com/fastmonkeys/stellar,git,0
1255,https://github.com/fchollet/deep-learning-models,git,0
1256,https://github.com/felixonmars/dnsmasq-china-list,git,0
1257,https://github.com/feross/SpoofMAC,git,0
1258,https://github.com/fivesheep/chnroutes,git,0
1259,https://github.com/fizyr/keras-retinanet,git,0
1260,https://github.com/flask-admin/flask-admin,git,0
1261,https://github.com/flask-restful/flask-restful,git,0
1262,https://github.com/fluentpython/example-code,git,0
1263,https://github.com/fmfn/BayesianOptimization,git,0
1264,https://github.com/fogleman/Minecraft,git,0
1265,https://github.com/foosel/OctoPrint,git,0
1266,https://github.com/formspree/formspree,git,0
1267,https://github.com/frappe/erpnext,git,0
1268,https://github.com/freedomofpress/securedrop,git,0
1269,https://github.com/fxsjy/jieba,git,1
1270,https://github.com/gaubert/gmvault,git,0
1271,https://github.com/gbeced/pyalgotrade,git,1
1272,https://github.com/geekan/scrapy-examples,git,1
1273,https://github.com/geekcomputers/Python,git,0
1274,https://github.com/geex-arts/django-jet,git,0
1275,https://github.com/gelstudios/gitfiti,git,0
1276,https://github.com/geopy/geopy,git,1
1277,https://github.com/getpelican/pelican,git,0
1278,https://github.com/getredash/redash,git,0
1279,https://github.com/getsentry/responses,git,0
1280,https://github.com/getsentry/sentry,git,0
1281,https://github.com/gevent/gevent,git,0
1282,https://github.com/gitpython-developers/GitPython,git,1
1283,https://github.com/gleitz/howdoi,git,0
1284,https://github.com/gnemoug/distribute_crawler,git,0
1285,https://github.com/golemfactory/golem,git,0
1286,https://github.com/gongjianhui/AppleDNS,git,0
1287,https://github.com/goodfeli/adversarial,git,0
1288,https://github.com/google/enjarify,git,0
1289,https://github.com/google/grr,git,0
1290,https://github.com/google/nogotofail,git,0
1291,https://github.com/google/python-fire,git,0
1292,https://github.com/google/sanitizers,git,0
1293,https://github.com/google/seq2seq,git,0
1294,https://github.com/google/yapf,git,0
1295,https://github.com/googlemaps/google-maps-services-python,git,0
1296,https://github.com/gorakhargosh/watchdog,git,0
1297,https://github.com/graphql-python/graphene-django,git,0
1298,https://github.com/gregmalcolm/python_koans,git,0
1299,https://github.com/guardicore/monkey,git,0
1300,https://github.com/gunthercox/ChatterBot,git,0
1301,https://github.com/hackerkid/Mind-Expanding-Books,git,0
1302,https://github.com/hamuchiwa/AutoRCCar,git,0
1303,https://github.com/hardikvasa/google-images-download,git,0
1304,https://github.com/harelba/q,git,0
1305,https://github.com/hellerve/programming-talks,git,0
1306,https://github.com/hephaest0s/usbkill,git,0
1307,https://github.com/hhatto/autopep8,git,0
1308,https://github.com/hindupuravinash/the-gan-zoo,git,0
1309,https://github.com/home-assistant/home-assistant,git,0
1310,https://github.com/honza/vim-snippets,git,0
1311,https://github.com/houtianze/bypy,git,0
1312,https://github.com/huge-success/sanic,git,0
1313,https://github.com/hugsy/gef,git,0
1314,https://github.com/huyingxi/Synonyms,git,0
1315,https://github.com/hylang/hy,git,0
1316,https://github.com/hyperopt/hyperopt,git,0
1317,https://github.com/hzlzh/AlfredWorkflow.com,git,0
1318,https://github.com/i-tu/Hasklig,git,1
1319,https://github.com/ibab/tensorflow-wavenet,git,0
1320,https://github.com/idank/explainshell,git,0
1321,https://github.com/infobyte/faraday,git,0
1322,https://github.com/injetlee/Python,git,0
1323,https://github.com/iovisor/bcc,git,0
1324,https://github.com/ipython/ipython,git,1
1325,https://github.com/isnowfy/snownlp,git,0
1326,https://github.com/isocpp/CppCoreGuidelines,git,0
1327,https://github.com/iterative/dvc,git,0
1328,https://github.com/jakubroztocil/httpie,git,0
1329,https://github.com/jarun/Buku,git,0
1330,https://github.com/jarun/googler,git,0
1331,https://github.com/jasperproject/jasper-client,git,0
1332,https://github.com/jaungiers/LSTM-Neural-Network-for-Time-Series-Prediction,git,0
1333,https://github.com/jayfk/statuspage,git,0
1334,https://github.com/jazzband/django-debug-toolbar,git,0
1335,https://github.com/jazzband/pip-tools,git,0
1336,https://github.com/jcjohnson/pytorch-examples,git,0
1337,https://github.com/jeanphix/Ghost.py,git,0
1338,https://github.com/jeffkaufman/icdiff,git,0
1339,https://github.com/jeffknupp/sandman,git,0
1340,https://github.com/jiaaro/pydub,git,0
1341,https://github.com/jindongwang/transferlearning,git,0
1342,https://github.com/jinfagang/tensorflow_poems,git,0
1343,https://github.com/jinfagang/weibo_terminater,git,0
1344,https://github.com/jisaacks/GitGutter,git,0
1345,https://github.com/jisungk/deepjazz,git,0
1346,https://github.com/jmcarp/robobrowser,git,0
1347,https://github.com/joelgrus/data-science-from-scratch,git,0
1348,https://github.com/joestump/python-oauth2,git,0
1349,https://github.com/joeyespo/grip,git,0
1350,https://github.com/joke2k/faker,git,0
1351,https://github.com/jopohl/urh,git,0
1352,https://github.com/jorgebastida/awslogs,git,0
1353,https://github.com/jorgebastida/glue,git,1
1354,https://github.com/josephmisiti/awesome-machine-learning,git,0
1355,https://github.com/jostmey/NakedTensor,git,0
1356,https://github.com/jpadilla/pyjwt,git,0
1357,https://github.com/jrosebr1/imutils,git,0
1358,https://github.com/junyanz/iGAN,git,0
1359,https://github.com/junyanz/pytorch-CycleGAN-and-pix2pix,git,0
1360,https://github.com/jupyter/jupyter,git,0
1361,https://github.com/jwilder/nginx-proxy,git,0
1362,https://github.com/kachayev/fn.py,git,0
1363,https://github.com/karpathy/arxiv-sanity-preserver,git,0
1364,https://github.com/karpathy/neuraltalk,git,0
1365,https://github.com/kemayo/sublime-text-git,git,0
1366,https://github.com/kennethreitz/clint,git,0
1367,https://github.com/kennethreitz/records,git,0
1368,https://github.com/keon/algorithms,git,0
1369,https://github.com/keras-rl/keras-rl,git,0
1370,https://github.com/keras-team/keras,git,0
1371,https://github.com/kivy/kivy,git,0
1372,https://github.com/kivy/python-for-android,git,0
1373,https://github.com/kootenpv/whereami,git,0
1374,https://github.com/kovidgoyal/calibre,git,0
1375,https://github.com/kstenerud/iOS-Universal-Framework,git,0
1376,https://github.com/kylemcdonald/FreeWifi,git,0
1377,https://github.com/laramies/theHarvester,git,0
1378,https://github.com/larsenwork/monoid,git,0
1379,https://github.com/lauris/awesome-scala,git,0
1380,https://github.com/lazyprogrammer/machine_learning_examples,git,0
1381,https://github.com/lebinh/ngxtop,git,0
1382,https://github.com/lektor/lektor,git,0
1383,https://github.com/lengstrom/fast-style-transfer,git,0
1384,https://github.com/lennylxx/ipv6-hosts,git,0
1385,https://github.com/librosa/librosa,git,0
1386,https://github.com/lihaoyi/macropy,git,0
1387,https://github.com/lining0806/PythonSpiderNotes,git,0
1388,https://github.com/lisa-lab/DeepLearningTutorials,git,0
1389,https://github.com/lisa-lab/pylearn2,git,0
1390,https://github.com/listen1/listen1,git,0
1391,https://github.com/littlecodersh/ItChat,git,0
1392,https://github.com/liuwons/wxBot,git,0
1393,https://github.com/lmacken/pyrasite,git,0
1394,https://github.com/lmcinnes/umap,git,0
1395,https://github.com/localstack/localstack,git,0
1396,https://github.com/locustio/locust,git,0
1397,https://github.com/longld/peda,git,0
1398,https://github.com/lra/mackup,git,0
1399,https://github.com/lutris/lutris,git,0
1400,https://github.com/lyst/lightfm,git,0
1401,https://github.com/madmaze/pytesseract,git,0
1402,https://github.com/mahmoud/boltons,git,0
1403,https://github.com/mail-in-a-box/mailinabox,git,0
1404,https://github.com/mailpile/Mailpile,git,0
1405,https://github.com/mame82/P4wnP1,git,0
1406,https://github.com/marcgibbons/django-rest-swagger,git,0
1407,https://github.com/marshmallow-code/marshmallow,git,0
1408,https://github.com/martinarjovsky/WassersteinGAN,git,0
1409,https://github.com/martinblech/xmltodict,git,0
1410,https://github.com/matplotlib/matplotlib,git,0
1411,https://github.com/matrix-org/synapse,git,0
1412,https://github.com/matterport/Mask_RCNN,git,0
1413,https://github.com/maurosoria/dirsearch,git,0
1414,https://github.com/meolu/walle-web,git,1
1415,https://github.com/mesonbuild/meson,git,0
1416,https://github.com/mher/flower,git,0
1417,https://github.com/micahflee/onionshare,git,0
1418,https://github.com/michael-lazar/rtv,git,0
1419,https://github.com/michaelliao/learn-python3,git,0
1420,https://github.com/midgetspy/Sick-Beard,git,0
1421,https://github.com/miguelgrinberg/Flask-SocketIO,git,0
1422,https://github.com/miguelgrinberg/flasky,git,0
1423,https://github.com/miguelgrinberg/microblog,git,0
1424,https://github.com/minimaxir/big-list-of-naughty-strings,git,0
1425,https://github.com/minimaxir/textgenrnn,git,0
1426,https://github.com/mininet/mininet,git,0
1427,https://github.com/mirumee/saleor,git,0
1428,https://github.com/misterch0c/shadowbroker,git,0
1429,https://github.com/mitmproxy/mitmproxy,git,0
1430,https://github.com/mkaz/termgraph,git,0
1431,https://github.com/mkdocs/mkdocs,git,1
1432,https://github.com/mnielsen/neural-networks-and-deep-learning,git,0
1433,https://github.com/mobolic/facebook-sdk,git,0
1434,https://github.com/mongodb/mongo-python-driver,git,1
1435,https://github.com/mooz/percol,git,0
1436,https://github.com/mopidy/mopidy,git,1
1437,https://github.com/mps-youtube/mps-youtube,git,0
1438,https://github.com/mrjbq7/ta-lib,git,0
1439,https://github.com/msiemens/tinydb,git,0
1440,https://github.com/msracver/Deformable-ConvNets,git,0
1441,https://github.com/mstamy2/PyPDF2,git,0
1442,https://github.com/mwaskom/seaborn,git,0
1443,https://github.com/mzucker/noteshrink,git,0
1444,https://github.com/n1nj4sec/pupy,git,0
1445,https://github.com/nameko/nameko,git,0
1446,https://github.com/neozhaoliang/pywonderland,git,0
1447,https://github.com/networkx/networkx,git,0
1448,https://github.com/newsapps/beeswithmachineguns,git,0
1449,https://github.com/nficano/pytube,git,0
1450,https://github.com/nickoala/telepot,git,0
1451,https://github.com/nicolargo/glances,git,1
1452,https://github.com/nltk/nltk,git,0
1453,https://github.com/noamraph/tqdm,git,0
1454,https://github.com/nodejs/node-gyp,git,0
1455,https://github.com/nryoung/algorithms,git,0
1456,https://github.com/nteract/papermill,git,0
1457,https://github.com/numba/numba,git,0
1458,https://github.com/numenta/nupic,git,0
1459,https://github.com/nvbn/thefuck,git,0
1460,https://github.com/nvdv/vprof,git,0
1461,https://github.com/nylas/sync-engine,git,0
1462,https://github.com/oarriaga/face_classification,git,0
1463,https://github.com/offu/WeRoBot,git,0
1464,https://github.com/okfn-brasil/serenata-de-amor,git,0
1465,https://github.com/omab/django-social-auth,git,0
1466,https://github.com/omab/python-social-auth,git,0
1467,https://github.com/openai/baselines,git,0
1468,https://github.com/openai/gym,git,0
1469,https://github.com/openimages/dataset,git,0
1470,https://github.com/openstack/nova,git,0
1471,https://github.com/openstack/openstack,git,1
1472,https://github.com/p-e-w/maybe,git,0
1473,https://github.com/pallets/click,git,0
1474,https://github.com/pallets/flask,git,0
1475,https://github.com/pallets/jinja,git,0
1476,https://github.com/pallets/werkzeug,git,0
1477,https://github.com/pandas-dev/pandas,git,0
1478,https://github.com/pandolia/qqbot,git,0
1479,https://github.com/paralax/awesome-honeypots,git,0
1480,https://github.com/paramiko/paramiko,git,0
1481,https://github.com/pavelgonchar/colornet,git,0
1482,https://github.com/pennersr/django-allauth,git,0
1483,https://github.com/phodal/awesome-iot,git,0
1484,https://github.com/pinax/pinax,git,1
1485,https://github.com/platformio/platformio-core,git,0
1486,https://github.com/plotly/dash,git,0
1487,https://github.com/posativ/isso,git,0
1488,https://github.com/powerline/powerline,git,0
1489,https://github.com/prakhar1989/Algorithms,git,0
1490,https://github.com/pre-commit/pre-commit,git,0
1491,https://github.com/pritunl/pritunl,git,0
1492,https://github.com/programthink/zhao,git,0
1493,https://github.com/pudo/dataset,git,0
1494,https://github.com/pwndbg/pwndbg,git,0
1495,https://github.com/pybrain/pybrain,git,0
1496,https://github.com/pyca/cryptography,git,0
1497,https://github.com/pydanny/cookiecutter-django,git,0
1498,https://github.com/pyeve/eve,git,0
1499,https://github.com/pyinstaller/pyinstaller,git,1
1500,https://github.com/pyinvoke/invoke,git,0
1501,https://github.com/pymc-devs/pymc3,git,0
1502,https://github.com/pypa/pip,git,0
1503,https://github.com/pypa/pipenv,git,0
1504,https://github.com/pypa/sampleproject,git,0
1505,https://github.com/pypa/virtualenv,git,0
1506,https://github.com/pypa/warehouse,git,0
1507,https://github.com/pytest-dev/pytest,git,0
1508,https://github.com/python-mode/python-mode,git,0
1509,https://github.com/python-pillow/Pillow,git,1
1510,https://github.com/python-telegram-bot/python-telegram-bot,git,0
1511,https://github.com/python-trio/trio,git,0
1512,https://github.com/python-visualization/folium,git,0
1513,https://github.com/python/cpython,git,0
1514,https://github.com/python/mypy,git,0
1515,https://github.com/pytoolz/toolz,git,0
1516,https://github.com/pytorch/examples,git,0
1517,https://github.com/qiwsir/algorithm,git,0
1518,https://github.com/quantopian/zipline,git,1
1519,https://github.com/ranger/ranger,git,0
1520,https://github.com/rarcega/instagram-scraper,git,0
1521,https://github.com/rasbt/mlxtend,git,0
1522,https://github.com/raspberrypi/documentation,git,0
1523,https://github.com/ray-project/ray,git,0
1524,https://github.com/rbgirshick/fast-rcnn,git,0
1525,https://github.com/rbgirshick/py-faster-rcnn,git,0
1526,https://github.com/realpython/discover-flask,git,1
1527,https://github.com/reinderien/mimic,git,0
1528,https://github.com/rembo10/headphones,git,0
1529,https://github.com/reorx/httpstat,git,0
1530,https://github.com/revolunet/sublimetext-markdown-preview,git,0
1531,https://github.com/ricequant/rqalpha,git,0
1532,https://github.com/rkern/line_profiler,git,0
1533,https://github.com/robotframework/robotframework,git,0
1534,https://github.com/rossant/awesome-math,git,0
1535,https://github.com/rougier/numpy-100,git,0
1536,https://github.com/rushter/MLAlgorithms,git,0
1537,https://github.com/rushter/data-science-blogs,git,0
1538,https://github.com/ryankiros/neural-storyteller,git,0
1539,https://github.com/s3tools/s3cmd,git,0
1540,https://github.com/saltstack/salt,git,1
1541,https://github.com/samshadwell/TrumpScript,git,0
1542,https://github.com/saulpw/visidata,git,0
1543,https://github.com/schematics/schematics,git,0
1544,https://github.com/schollz/howmanypeoplearearound,git,0
1545,https://github.com/scikit-image/scikit-image,git,0
1546,https://github.com/scikit-learn-contrib/imbalanced-learn,git,0
1547,https://github.com/scikit-learn/scikit-learn,git,1
1548,https://github.com/scipy-lectures/scipy-lecture-notes,git,1
1549,https://github.com/scipy/scipy,git,0
1550,https://github.com/scrapinghub/portia,git,0
1551,https://github.com/scrapinghub/splash,git,0
1552,https://github.com/scrapy/scrapy,git,0
1553,https://github.com/sdispater/pendulum,git,0
1554,https://github.com/seatgeek/fuzzywuzzy,git,0
1555,https://github.com/secdev/scapy,git,0
1556,https://github.com/secretsquirrel/the-backdoor-factory,git,0
1557,https://github.com/shadowsocks/shadowsocks,git,0
1558,https://github.com/shelhamer/fcn.berkeleyvision.org,git,0
1559,https://github.com/sherjilozair/char-rnn-tensorflow,git,0
1560,https://github.com/shidenggui/easytrader,git,0
1561,https://github.com/sightmachine/SimpleCV,git,0
1562,https://github.com/simon-weber/gmusicapi,git,0
1563,https://github.com/simonw/datasette,git,0
1564,https://github.com/sivel/speedtest-cli,git,0
1565,https://github.com/sixohsix/twitter,git,1
1566,https://github.com/sloria/TextBlob,git,0
1567,https://github.com/sloria/doitlive,git,0
1568,https://github.com/smicallef/spiderfoot,git,1
1569,https://github.com/snare/voltron,git,0
1570,https://github.com/snipsco/snips-nlu,git,0
1571,https://github.com/soimort/you-get,git,0
1572,https://github.com/sokolovstas/SublimeWebInspector,git,0
1573,https://github.com/somerandomdude/Iconic,git,0
1574,https://github.com/sony/nnabla,git,0
1575,https://github.com/soumith/convnet-benchmarks,git,0
1576,https://github.com/sovereign/sovereign,git,0
1577,https://github.com/spadgos/sublime-jsdocs,git,1
1578,https://github.com/spesmilo/electrum,git,0
1579,https://github.com/sphinx-doc/sphinx,git,0
1580,https://github.com/spinnaker/spinnaker,git,0
1581,https://github.com/spotify/luigi,git,0
1582,https://github.com/spulec/moto,git,0
1583,https://github.com/spyder-ide/spyder,git,0
1584,https://github.com/spyoungtech/grequests,git,0
1585,https://github.com/sqlmapproject/sqlmap,git,1
1586,https://github.com/sripathikrishnan/redis-rdb-tools,git,0
1587,https://github.com/sshuttle/sshuttle,git,0
1588,https://github.com/sshwsfc/xadmin,git,0
1589,https://github.com/stamparm/maltrail,git,0
1590,https://github.com/statsmodels/statsmodels,git,1
1591,https://github.com/stephenmcd/mezzanine,git,0
1592,https://github.com/streamlink/streamlink,git,0
1593,https://github.com/swisskyrepo/PayloadsAllTheThings,git,0
1594,https://github.com/sylnsfar/qrcode,git,0
1595,https://github.com/sympy/sympy,git,0
1596,https://github.com/taigaio/taiga-back,git,0
1597,https://github.com/tangqiaoboy/iOSBlogCN,git,0
1598,https://github.com/tensorflow/cleverhans,git,0
1599,https://github.com/tensorflow/magenta,git,0
1600,https://github.com/tensorflow/models,git,0
1601,https://github.com/tensorflow/nmt,git,0
1602,https://github.com/tensorflow/skflow,git,0
1603,https://github.com/tensorflow/tensor2tensor,git,0
1604,https://github.com/tensorflow/tensorboard,git,0
1605,https://github.com/tensorlayer/tensorlayer,git,0
1606,https://github.com/tensorpack/tensorpack,git,0
1607,https://github.com/tflearn/tflearn,git,0
1608,https://github.com/tgalal/yowsup,git,0
1609,https://github.com/thearn/webcam-pulse-detector,git,0
1610,https://github.com/theskumar/python-dotenv,git,0
1611,https://github.com/threat9/routersploit,git,0
1612,https://github.com/thumbor/thumbor,git,0
1613,https://github.com/timgrossmann/InstaPy,git,0
1614,https://github.com/tldr-pages/tldr,git,0
1615,https://github.com/tmux-python/tmuxp,git,0
1616,https://github.com/tonybeltramelli/pix2code,git,0
1617,https://github.com/tornadoweb/tornado,git,1
1618,https://github.com/tqdm/tqdm,git,0
1619,https://github.com/trailofbits/algo,git,0
1620,https://github.com/trustedsec/ptf,git,0
1621,https://github.com/trustedsec/social-engineer-toolkit,git,0
1622,https://github.com/tschellenbach/Stream-Framework,git,0
1623,https://github.com/tweepy/tweepy,git,0
1624,https://github.com/twisted/twisted,git,0
1625,https://github.com/tyiannak/pyAudioAnalysis,git,0
1626,https://github.com/tzutalin/labelImg,git,0
1627,https://github.com/ujjwalkarn/DataSciencePython,git,0
1628,https://github.com/vinta/awesome-python,git,0
1629,https://github.com/vishnubob/wait-for-it,git,0
1630,https://github.com/volatilityfoundation/volatility,git,0
1631,https://github.com/waditu/tushare,git,0
1632,https://github.com/wagtail/wagtail,git,0
1633,https://github.com/wal-e/wal-e,git,1
1634,https://github.com/warmheartli/ChatBotCourse,git,0
1635,https://github.com/warner/magic-wormhole,git,0
1636,https://github.com/wbond/package_control,git,0
1637,https://github.com/wepe/MachineLearning,git,0
1638,https://github.com/what-studio/profiling,git,0
1639,https://github.com/wifiphisher/wifiphisher,git,0
1640,https://github.com/wireservice/csvkit,git,0
1641,https://github.com/wkentaro/labelme,git,0
1642,https://github.com/worldveil/dejavu,git,0
1643,https://github.com/wting/autojump,git,0
1644,https://github.com/xiyouMc/WebHubBot,git,0
1645,https://github.com/xonsh/xonsh,git,0
1646,https://github.com/yahoo/TensorFlowOnSpark,git,0
1647,https://github.com/yandex/gixy,git,0
1648,https://github.com/yasoob/intermediatePython,git,0
1649,https://github.com/yidao620c/python3-cookbook,git,0
1650,https://github.com/yosinski/deep-visualization-toolbox,git,0
1651,https://github.com/youfou/wxpy,git,0
1652,https://github.com/ysrc/xunfeng,git,0
1653,https://github.com/ytisf/theZoo,git,0
1654,https://github.com/zalando/connexion,git,0
1655,https://github.com/zalando/patroni,git,0
1656,https://github.com/zeromq/pyzmq,git,1
1657,https://github.com/zulip/zulip,git,0
1658,https://github.com/zzw922cn/Automatic_Speech_Recognition,git,0
1659,https://github.com/zzzeek/sqlalchemy,git,0
1660,https://gitlab.com/EAVISE/brambox.git,git,0
1661,https://gitlab.com/GNULand/TraktorPlus/Traktor.git,git,0
1662,https://gitlab.com/MatteoCampinoti94/FALocalRepo.git,git,0
1663,https://gitlab.com/Screwtapello/bdflib.git,git,0
1664,https://gitlab.com/anarcat/feed2exec.git,git,0
1665,https://gitlab.com/asciidoc3/asciidoc3.git,git,0
1666,https://gitlab.com/aurelien-lourot/importdir.git,git,0
1667,https://gitlab.com/betse/betse.git,git,0
1668,https://gitlab.com/bgez/bgez.git,git,0
1669,https://gitlab.com/bgez/demos/BGEz_LandGen.git,git,0
1670,https://gitlab.com/canarduck/systranio.git,git,0
1671,https://gitlab.com/cerfacs/batman.git,git,0
1672,https://gitlab.com/coala/PyPrint.git,git,0
1673,https://gitlab.com/crowdcontrol/crowdcontrol.git,git,0
1674,https://gitlab.com/crunching-data/learn-by-example.git,git,0
1675,https://gitlab.com/davidism/idea-party.git,git,0
1676,https://gitlab.com/doctormo/python-crontab.git,git,0
1677,https://gitlab.com/dragontek/apscheduler-api.git,git,0
1678,https://gitlab.com/ezdoo/odoo_ezdoo.git,git,0
1679,https://gitlab.com/fdroid/repomaker.git,git,0
1680,https://gitlab.com/foundry-in-a-box/fib.git,git,0
1681,https://gitlab.com/frankrich/sds011_particle_sensor.git,git,0
1682,https://gitlab.com/gnowledge/gstudio.git,git,0
1683,https://gitlab.com/hesafredrika/server.git,git,0
1684,https://gitlab.com/ideasman42/blender-mathutils.git,git,0
1685,https://gitlab.com/kivymd/KivyMD.git,git,0
1686,https://gitlab.com/ldo/harfpy.git,git,0
1687,https://gitlab.com/librespacefoundation/satnogs/satnogs-db.git,git,0
1688,https://gitlab.com/librespacefoundation/satnogs/satnogs-network.git,git,0
1689,https://gitlab.com/m2crypto/m2crypto.git,git,0
1690,https://gitlab.com/mauriciobaeza/empresa-libre.git,git,0
1691,https://gitlab.com/mayan-edms/mayan-edms.git,git,0
1692,https://gitlab.com/mike01/pypacker.git,git,0
1693,https://gitlab.com/mindfulness-at-the-computer/mindfulness-at-the-computer.git,git,0
1694,https://gitlab.com/nobodyinperson/simbuto.git,git,0
1695,https://gitlab.com/noppo/gevent-websocket.git,git,0
1696,https://gitlab.com/pages/hyde.git,git,0
1697,https://gitlab.com/pycqa/flake8-docstrings.git,git,0
1698,https://gitlab.com/pycqa/flake8.git,git,0
1699,https://gitlab.com/pycqa/pep8-naming.git,git,0
1700,https://gitlab.com/pycqa/pycodestyle.git,git,0
1701,https://gitlab.com/pycqa/pydocstyle.git,git,0
1702,https://gitlab.com/pycqa/pylint.git,git,0
1703,https://gitlab.com/pycqa/redbaron.git,git,0
1704,https://gitlab.com/vagnum08/cpupower-gui.git,git,0
1705,https://gitlab.com/valtron/msn-server.git,git,0
1706,https://pypi.org/project/APScheduler/,pypi,0
1707,https://pypi.org/project/Automat/,pypi,0
1708,https://pypi.org/project/BeautifulSoup/,pypi,0
1709,https://pypi.org/project/CacheControl/,pypi,0
1710,https://pypi.org/project/Cerberus/,pypi,0
1711,https://pypi.org/project/Cheetah/,pypi,0
1712,https://pypi.org/project/ConfigArgParse/,pypi,0
1713,https://pypi.org/project/Cycler/,pypi,0
1714,https://pypi.org/project/Cython/,pypi,0
1715,https://pypi.org/project/Django/,pypi,0
1716,https://pypi.org/project/EasyProcess/,pypi,0
